TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
"8068627","Magic","Secret Lair Drop Series","'Tis But a Scratch! - Dismember","","1674","R","Near Mint","26.14","","26.7700","26.7700","","0","",""
"8068628","Magic","Secret Lair Drop Series","'Tis But a Scratch! - Dismember","","1674","R","Lightly Played","24.10","","25.3500","23.8500","","0","",""
"8068629","Magic","Secret Lair Drop Series","'Tis But a Scratch! - Dismember","","1674","R","Moderately Played","","","","","","0","",""
"8068630","Magic","Secret Lair Drop Series","'Tis But a Scratch! - Dismember","","1674","R","Heavily Played","","","","","","0","",""
"8068631","Magic","Secret Lair Drop Series","'Tis But a Scratch! - Dismember","","1674","R","Damaged","","","","","","0","",""
"8068632","Magic","Secret Lair Drop Series","'Tis But a Scratch! - Dismember","","1674","R","Near Mint Foil","29.14","","29.1400","27.8700","","0","",""
"8068633","Magic","Secret Lair Drop Series","'Tis But a Scratch! - Dismember","","1674","R","Lightly Played Foil","27.73","","27.5700","27.5700","","0","",""
"8068634","Magic","Secret Lair Drop Series","'Tis But a Scratch! - Dismember","","1674","R","Moderately Played Foil","","","","","","0","",""
"8068635","Magic","Secret Lair Drop Series","'Tis But a Scratch! - Dismember","","1674","R","Heavily Played Foil","","","","","","0","",""
"8068636","Magic","Secret Lair Drop Series","'Tis But a Scratch! - Dismember","","1674","R","Damaged Foil","","","","","","0","",""
"7418695","Magic","Secret Lair Drop Series","Abrade","","1425","R","Near Mint","15.85","","16.6400","15.6400","","0","",""
"7418696","Magic","Secret Lair Drop Series","Abrade","","1425","R","Lightly Played","14.28","","17.9800","17.9800","","0","",""
"7418697","Magic","Secret Lair Drop Series","Abrade","","1425","R","Moderately Played","","","22.2300","19.9900","","0","",""
"7418698","Magic","Secret Lair Drop Series","Abrade","","1425","R","Heavily Played","","","22.2300","19.9900","","0","",""
"7418699","Magic","Secret Lair Drop Series","Abrade","","1425","R","Damaged","","","","","","0","",""
"7418700","Magic","Secret Lair Drop Series","Abrade","","1425","R","Near Mint Foil","26.50","","25.9900","23.0000","","0","",""
"7418701","Magic","Secret Lair Drop Series","Abrade","","1425","R","Lightly Played Foil","","","38.9900","38.9900","","0","",""
"7418702","Magic","Secret Lair Drop Series","Abrade","","1425","R","Moderately Played Foil","","","41.2300","38.9900","","0","",""
"7418703","Magic","Secret Lair Drop Series","Abrade","","1425","R","Heavily Played Foil","","","41.2300","38.9900","","0","",""
"7418704","Magic","Secret Lair Drop Series","Abrade","","1425","R","Damaged Foil","","","","","","0","",""
"8361108","Magic","Secret Lair Drop Series","Abundant Groot - Abundant Growth (Rainbow Foil)","","870","R","Near Mint Foil","203.51","","376.2700","375.0000","","0","",""
"8361109","Magic","Secret Lair Drop Series","Abundant Groot - Abundant Growth (Rainbow Foil)","","870","R","Lightly Played Foil","174.99","","347.9900","347.9900","","0","",""
"8361110","Magic","Secret Lair Drop Series","Abundant Groot - Abundant Growth (Rainbow Foil)","","870","R","Moderately Played Foil","","","","","","0","",""
"8361111","Magic","Secret Lair Drop Series","Abundant Groot - Abundant Growth (Rainbow Foil)","","870","R","Heavily Played Foil","","","","","","0","",""
"8361112","Magic","Secret Lair Drop Series","Abundant Groot - Abundant Growth (Rainbow Foil)","","870","R","Damaged Foil","","","","","","0","",""
"6772713","Magic","Secret Lair Drop Series","Abundant Growth","","1135","R","Near Mint","8.98","9.37","7.8600","6.5800","","0","",""
"6772714","Magic","Secret Lair Drop Series","Abundant Growth","","1135","R","Lightly Played","7.64","","8.2500","8.2500","","0","",""
"6772715","Magic","Secret Lair Drop Series","Abundant Growth","","1135","R","Moderately Played","","","22.2300","19.9900","","0","",""
"6772716","Magic","Secret Lair Drop Series","Abundant Growth","","1135","R","Heavily Played","","","30.4800","28.2400","","0","",""
"6772717","Magic","Secret Lair Drop Series","Abundant Growth","","1135","R","Damaged","","","","","","0","",""
"6772718","Magic","Secret Lair Drop Series","Abundant Growth","","1135","R","Near Mint Foil","8.94","9.45","8.9800","8.9800","","0","",""
"6772719","Magic","Secret Lair Drop Series","Abundant Growth","","1135","R","Lightly Played Foil","7.22","","9.9400","8.4700","","0","",""
"6772720","Magic","Secret Lair Drop Series","Abundant Growth","","1135","R","Moderately Played Foil","8.48","","","","","0","",""
"6772721","Magic","Secret Lair Drop Series","Abundant Growth","","1135","R","Heavily Played Foil","","","40.7900","38.5500","","0","",""
"6772722","Magic","Secret Lair Drop Series","Abundant Growth","","1135","R","Damaged Foil","","","7.7500","7.7500","","0","",""
"8108217","Magic","Secret Lair Drop Series","Acererak the Archlich","","1784","M","Near Mint","3.55","","4.2500","2.9800","0","0","2.5000",""
"8108218","Magic","Secret Lair Drop Series","Acererak the Archlich","","1784","M","Lightly Played","","","5.7900","4.5200","","0","",""
"8108219","Magic","Secret Lair Drop Series","Acererak the Archlich","","1784","M","Moderately Played","","","","","","0","",""
"8108220","Magic","Secret Lair Drop Series","Acererak the Archlich","","1784","M","Heavily Played","","","","","","0","",""
"8108221","Magic","Secret Lair Drop Series","Acererak the Archlich","","1784","M","Damaged","","","","","","0","",""
"8108222","Magic","Secret Lair Drop Series","Acererak the Archlich (Rainbow Foil)","","1784","M","Near Mint Foil","3.41","","4.6700","3.4000","","0","",""
"8108223","Magic","Secret Lair Drop Series","Acererak the Archlich (Rainbow Foil)","","1784","M","Lightly Played Foil","3.66","","5.0600","3.7900","","0","",""
"8108224","Magic","Secret Lair Drop Series","Acererak the Archlich (Rainbow Foil)","","1784","M","Moderately Played Foil","2.00","","","","","0","",""
"8108225","Magic","Secret Lair Drop Series","Acererak the Archlich (Rainbow Foil)","","1784","M","Heavily Played Foil","","","","","","0","",""
"8108226","Magic","Secret Lair Drop Series","Acererak the Archlich (Rainbow Foil)","","1784","M","Damaged Foil","","","","","","0","",""
"4533591","Magic","Secret Lair Drop Series","Acidic Slime","","134","R","Near Mint","4.77","5.71","5.1500","5.1500","","0","",""
"4533592","Magic","Secret Lair Drop Series","Acidic Slime","","134","R","Lightly Played","5.60","6.89","5.2500","5.2500","","0","",""
"4533593","Magic","Secret Lair Drop Series","Acidic Slime","","134","R","Moderately Played","","","146.8200","146.8200","","0","",""
"4533594","Magic","Secret Lair Drop Series","Acidic Slime","","134","R","Heavily Played","","","36.9500","34.7100","","0","",""
"4533595","Magic","Secret Lair Drop Series","Acidic Slime","","134","R","Damaged","3.49","","","","","0","",""
"8276321","Magic","Secret Lair Drop Series","Adamantium Bonding Tank - The Ozolith","","1741","R","Near Mint","24.70","","25.9500","24.6800","","0","",""
"8276322","Magic","Secret Lair Drop Series","Adamantium Bonding Tank - The Ozolith","","1741","R","Lightly Played","25.00","","","","","0","",""
"8276323","Magic","Secret Lair Drop Series","Adamantium Bonding Tank - The Ozolith","","1741","R","Moderately Played","","","","","","0","",""
"8276324","Magic","Secret Lair Drop Series","Adamantium Bonding Tank - The Ozolith","","1741","R","Heavily Played","","","","","","0","",""
"8276325","Magic","Secret Lair Drop Series","Adamantium Bonding Tank - The Ozolith","","1741","R","Damaged","","","","","","0","",""
"8276326","Magic","Secret Lair Drop Series","Adamantium Bonding Tank - The Ozolith (Rainbow Foil)","","1741","R","Near Mint Foil","25.42","","25.7000","25.7000","","0","",""
"8276327","Magic","Secret Lair Drop Series","Adamantium Bonding Tank - The Ozolith (Rainbow Foil)","","1741","R","Lightly Played Foil","20.79","","","","","0","",""
"8276328","Magic","Secret Lair Drop Series","Adamantium Bonding Tank - The Ozolith (Rainbow Foil)","","1741","R","Moderately Played Foil","","","","","","0","",""
"8276329","Magic","Secret Lair Drop Series","Adamantium Bonding Tank - The Ozolith (Rainbow Foil)","","1741","R","Heavily Played Foil","","","","","","0","",""
"8276330","Magic","Secret Lair Drop Series","Adamantium Bonding Tank - The Ozolith (Rainbow Foil)","","1741","R","Damaged Foil","","","","","","0","",""
"6660216","Magic","Secret Lair Drop Series","Adaptive Automaton (Borderless)","","1109","R","Near Mint","5.12","4.98","5.9100","5.9100","","0","",""
"6660217","Magic","Secret Lair Drop Series","Adaptive Automaton (Borderless)","","1109","R","Lightly Played","4.90","","6.9900","6.9900","","0","",""
"6660218","Magic","Secret Lair Drop Series","Adaptive Automaton (Borderless)","","1109","R","Moderately Played","","","19.2300","16.9900","","0","",""
"6660219","Magic","Secret Lair Drop Series","Adaptive Automaton (Borderless)","","1109","R","Heavily Played","","","20.5900","18.3500","","0","",""
"6660220","Magic","Secret Lair Drop Series","Adaptive Automaton (Borderless)","","1109","R","Damaged","","","","","","0","",""
"6660221","Magic","Secret Lair Drop Series","Adaptive Automaton (Borderless)","","1109","R","Near Mint Foil","5.95","6.30","6.0000","6.0000","","0","",""
"6660222","Magic","Secret Lair Drop Series","Adaptive Automaton (Borderless)","","1109","R","Lightly Played Foil","5.16","5.98","5.7200","4.4500","","0","",""
"6660223","Magic","Secret Lair Drop Series","Adaptive Automaton (Borderless)","","1109","R","Moderately Played Foil","5.06","","15.5800","11.5900","","0","",""
"6660224","Magic","Secret Lair Drop Series","Adaptive Automaton (Borderless)","","1109","R","Heavily Played Foil","","","23.9100","21.6700","","0","",""
"6660225","Magic","Secret Lair Drop Series","Adaptive Automaton (Borderless)","","1109","R","Damaged Foil","","","","","","0","",""
"7583160","Magic","Secret Lair Drop Series","Admiral Beckett Brass","","1410","M","Near Mint","6.66","8.89","6.4900","6.4900","","0","",""
"7583161","Magic","Secret Lair Drop Series","Admiral Beckett Brass","","1410","M","Lightly Played","5.34","12.72","5.7800","4.5100","","0","",""
"7583162","Magic","Secret Lair Drop Series","Admiral Beckett Brass","","1410","M","Moderately Played","","","30.6000","27.6100","","0","",""
"7583163","Magic","Secret Lair Drop Series","Admiral Beckett Brass","","1410","M","Heavily Played","","","","","","0","",""
"7583164","Magic","Secret Lair Drop Series","Admiral Beckett Brass","","1410","M","Damaged","","","","","","0","",""
"7583704","Magic","Secret Lair Drop Series","Admiral Beckett Brass (Rainbow Foil)","","1410","M","Near Mint Foil","9.50","14.00","6.9900","6.0000","","0","",""
"7583705","Magic","Secret Lair Drop Series","Admiral Beckett Brass (Rainbow Foil)","","1410","M","Lightly Played Foil","7.05","","8.2600","8.2600","","0","",""
"7583706","Magic","Secret Lair Drop Series","Admiral Beckett Brass (Rainbow Foil)","","1410","M","Moderately Played Foil","","","","","","0","",""
"7583707","Magic","Secret Lair Drop Series","Admiral Beckett Brass (Rainbow Foil)","","1410","M","Heavily Played Foil","","","","","","0","",""
"7583708","Magic","Secret Lair Drop Series","Admiral Beckett Brass (Rainbow Foil)","","1410","M","Damaged Foil","","","","","","0","",""
"4592750","Magic","Secret Lair Drop Series","Admonition Angel","","154","M","Near Mint","24.01","","21.5000","21.5000","","0","",""
"4592751","Magic","Secret Lair Drop Series","Admonition Angel","","154","M","Lightly Played","24.35","","20.5300","20.5300","","0","",""
"4592752","Magic","Secret Lair Drop Series","Admonition Angel","","154","M","Moderately Played","","","46.2300","43.9900","","0","",""
"4592753","Magic","Secret Lair Drop Series","Admonition Angel","","154","M","Heavily Played","","","65.9000","63.6600","","0","",""
"4592754","Magic","Secret Lair Drop Series","Admonition Angel","","154","M","Damaged","","","","","","0","",""
"4592755","Magic","Secret Lair Drop Series","Admonition Angel","","154","M","Near Mint Foil","22.61","","20.9800","20.9800","","0","",""
"4592756","Magic","Secret Lair Drop Series","Admonition Angel","","154","M","Lightly Played Foil","23.78","","21.0000","21.0000","","0","",""
"4592757","Magic","Secret Lair Drop Series","Admonition Angel","","154","M","Moderately Played Foil","","","31.7000","30.4500","","0","",""
"4592758","Magic","Secret Lair Drop Series","Admonition Angel","","154","M","Heavily Played Foil","","","73.1300","70.8900","","0","",""
"4592759","Magic","Secret Lair Drop Series","Admonition Angel","","154","M","Damaged Foil","","","22.4700","19.9800","","0","",""
"7739161","Magic","Secret Lair Drop Series","Adrix and Nev, Twincasters","","1544","M","Near Mint","7.10","7.41","7.4200","7.4200","","0","",""
"7739162","Magic","Secret Lair Drop Series","Adrix and Nev, Twincasters","","1544","M","Lightly Played","6.01","","11.7200","10.4500","","0","",""
"7739163","Magic","Secret Lair Drop Series","Adrix and Nev, Twincasters","","1544","M","Moderately Played","","","","","","0","",""
"7739164","Magic","Secret Lair Drop Series","Adrix and Nev, Twincasters","","1544","M","Heavily Played","","","","","","0","",""
"7739165","Magic","Secret Lair Drop Series","Adrix and Nev, Twincasters","","1544","M","Damaged","","","","","","0","",""
"7739166","Magic","Secret Lair Drop Series","Adrix and Nev, Twincasters","","1544","M","Near Mint Foil","7.90","8.65","7.7700","6.7800","","0","",""
"7739167","Magic","Secret Lair Drop Series","Adrix and Nev, Twincasters","","1544","M","Lightly Played Foil","7.60","9.99","10.9900","9.9900","","0","",""
"7739168","Magic","Secret Lair Drop Series","Adrix and Nev, Twincasters","","1544","M","Moderately Played Foil","6.99","","","","","0","",""
"7739169","Magic","Secret Lair Drop Series","Adrix and Nev, Twincasters","","1544","M","Heavily Played Foil","","","","","","0","",""
"7739170","Magic","Secret Lair Drop Series","Adrix and Nev, Twincasters","","1544","M","Damaged Foil","","","","","","0","",""
"5357053","Magic","Secret Lair Drop Series","Aether Gust","","330","R","Near Mint","3.49","4.25","3.2600","1.9900","","0","",""
"5357054","Magic","Secret Lair Drop Series","Aether Gust","","330","R","Lightly Played","3.03","","3.2700","2.0000","","0","",""
"5357055","Magic","Secret Lair Drop Series","Aether Gust","","330","R","Moderately Played","","","4.2000","2.9300","","0","",""
"5357056","Magic","Secret Lair Drop Series","Aether Gust","","330","R","Heavily Played","","","","","","0","",""
"5357057","Magic","Secret Lair Drop Series","Aether Gust","","330","R","Damaged","","","","","","0","",""
"5357058","Magic","Secret Lair Drop Series","Aether Gust","","330","R","Near Mint Foil","3.27","2.96","3.2700","2.0000","","0","",""
"5357059","Magic","Secret Lair Drop Series","Aether Gust","","330","R","Lightly Played Foil","3.34","1.75","3.0200","1.7500","","0","",""
"5357060","Magic","Secret Lair Drop Series","Aether Gust","","330","R","Moderately Played Foil","2.73","","4.0000","2.7300","","0","",""
"5357061","Magic","Secret Lair Drop Series","Aether Gust","","330","R","Heavily Played Foil","","","","","","0","",""
"5357062","Magic","Secret Lair Drop Series","Aether Gust","","330","R","Damaged Foil","","","","","","0","",""
"7870948","Magic","Secret Lair Drop Series","Aether Vial","","1640","R","Near Mint","12.91","13.81","11.2500","11.2500","0","0","11.5000",""
"7870949","Magic","Secret Lair Drop Series","Aether Vial","","1640","R","Lightly Played","13.47","","11.4900","11.4900","","0","",""
"7870950","Magic","Secret Lair Drop Series","Aether Vial","","1640","R","Moderately Played","","","27.9500","25.9600","","0","",""
"7870951","Magic","Secret Lair Drop Series","Aether Vial","","1640","R","Heavily Played","","","","","","0","",""
"7870952","Magic","Secret Lair Drop Series","Aether Vial","","1640","R","Damaged","","","","","","0","",""
"7871200","Magic","Secret Lair Drop Series","Aether Vial (Rainbow Foil)","","1640","R","Near Mint Foil","13.74","13.95","13.2200","12.0000","","0","",""
"7871201","Magic","Secret Lair Drop Series","Aether Vial (Rainbow Foil)","","1640","R","Lightly Played Foil","14.94","","13.1900","13.1900","","0","",""
"7871202","Magic","Secret Lair Drop Series","Aether Vial (Rainbow Foil)","","1640","R","Moderately Played Foil","","","","","","0","",""
"7871203","Magic","Secret Lair Drop Series","Aether Vial (Rainbow Foil)","","1640","R","Heavily Played Foil","","","","","","0","",""
"7871204","Magic","Secret Lair Drop Series","Aether Vial (Rainbow Foil)","","1640","R","Damaged Foil","","","","","","0","",""
"8253074","Magic","Secret Lair Drop Series","Aetherize","","1667","R","Near Mint","8.76","","9.6900","8.7000","","0","",""
"8253075","Magic","Secret Lair Drop Series","Aetherize","","1667","R","Lightly Played","9.99","","9.9900","9.9900","","0","",""
"8253076","Magic","Secret Lair Drop Series","Aetherize","","1667","R","Moderately Played","","","","","","0","",""
"8253077","Magic","Secret Lair Drop Series","Aetherize","","1667","R","Heavily Played","","","","","","0","",""
"8253078","Magic","Secret Lair Drop Series","Aetherize","","1667","R","Damaged","","","8.0000","8.0000","","0","",""
"8253079","Magic","Secret Lair Drop Series","Aetherize (Rainbow Foil)","","1667","R","Near Mint Foil","7.98","","9.2100","7.9200","","0","",""
"8253080","Magic","Secret Lair Drop Series","Aetherize (Rainbow Foil)","","1667","R","Lightly Played Foil","9.00","","10.9500","8.9600","","0","",""
"8253081","Magic","Secret Lair Drop Series","Aetherize (Rainbow Foil)","","1667","R","Moderately Played Foil","","","","","","0","",""
"8253082","Magic","Secret Lair Drop Series","Aetherize (Rainbow Foil)","","1667","R","Heavily Played Foil","","","","","","0","",""
"8253083","Magic","Secret Lair Drop Series","Aetherize (Rainbow Foil)","","1667","R","Damaged Foil","","","","","","0","",""
"8068637","Magic","Secret Lair Drop Series","African Swallow - Birds of Paradise","","1675","R","Near Mint","22.73","","22.3200","21.3300","","0","",""
"8068638","Magic","Secret Lair Drop Series","African Swallow - Birds of Paradise","","1675","R","Lightly Played","24.26","","24.7600","24.7600","","0","",""
"8068639","Magic","Secret Lair Drop Series","African Swallow - Birds of Paradise","","1675","R","Moderately Played","","","","","","0","",""
"8068640","Magic","Secret Lair Drop Series","African Swallow - Birds of Paradise","","1675","R","Heavily Played","","","","","","0","",""
"8068641","Magic","Secret Lair Drop Series","African Swallow - Birds of Paradise","","1675","R","Damaged","","","","","","0","",""
"8068642","Magic","Secret Lair Drop Series","African Swallow - Birds of Paradise","","1675","R","Near Mint Foil","29.93","","30.6000","29.3300","","0","",""
"8068643","Magic","Secret Lair Drop Series","African Swallow - Birds of Paradise","","1675","R","Lightly Played Foil","31.16","","30.2900","30.2900","","0","",""
"8068644","Magic","Secret Lair Drop Series","African Swallow - Birds of Paradise","","1675","R","Moderately Played Foil","25.60","","","","","0","",""
"8068645","Magic","Secret Lair Drop Series","African Swallow - Birds of Paradise","","1675","R","Heavily Played Foil","","","","","","0","",""
"8068646","Magic","Secret Lair Drop Series","African Swallow - Birds of Paradise","","1675","R","Damaged Foil","","","","","","0","",""
"6660397","Magic","Secret Lair Drop Series","Aggravated Assault (Borderless)","","1026","R","Near Mint","14.78","17.34","16.6900","14.2100","","0","",""
"6660398","Magic","Secret Lair Drop Series","Aggravated Assault (Borderless)","","1026","R","Lightly Played","12.14","","16.0000","15.0000","","0","",""
"6660399","Magic","Secret Lair Drop Series","Aggravated Assault (Borderless)","","1026","R","Moderately Played","","","72.2300","69.9900","","0","",""
"6660400","Magic","Secret Lair Drop Series","Aggravated Assault (Borderless)","","1026","R","Heavily Played","","","74.7200","72.4800","","0","",""
"6660401","Magic","Secret Lair Drop Series","Aggravated Assault (Borderless)","","1026","R","Damaged","","","","","","0","",""
"6660402","Magic","Secret Lair Drop Series","Aggravated Assault (Borderless)","","1026","R","Near Mint Foil","18.12","18.79","18.1200","18.1200","","0","",""
"6660403","Magic","Secret Lair Drop Series","Aggravated Assault (Borderless)","","1026","R","Lightly Played Foil","14.40","18.79","19.7900","18.8000","","0","",""
"6660404","Magic","Secret Lair Drop Series","Aggravated Assault (Borderless)","","1026","R","Moderately Played Foil","","","20.6500","18.6600","","0","",""
"6660405","Magic","Secret Lair Drop Series","Aggravated Assault (Borderless)","","1026","R","Heavily Played Foil","","","74.6000","72.3600","","0","",""
"6660406","Magic","Secret Lair Drop Series","Aggravated Assault (Borderless)","","1026","R","Damaged Foil","","","","","","0","",""
"7419025","Magic","Secret Lair Drop Series","Ajani Goldmane (1453)","","1453","M","Near Mint","5.06","","5.0400","5.0400","","0","",""
"7419026","Magic","Secret Lair Drop Series","Ajani Goldmane (1453)","","1453","M","Lightly Played","5.52","","6.2000","6.2000","","0","",""
"7419027","Magic","Secret Lair Drop Series","Ajani Goldmane (1453)","","1453","M","Moderately Played","","","18.8300","16.5900","","0","",""
"7419028","Magic","Secret Lair Drop Series","Ajani Goldmane (1453)","","1453","M","Heavily Played","","","19.4200","17.1800","","0","",""
"7419029","Magic","Secret Lair Drop Series","Ajani Goldmane (1453)","","1453","M","Damaged","","","4.2900","3.0200","","0","",""
"7419030","Magic","Secret Lair Drop Series","Ajani Goldmane (1453)","","1453","M","Near Mint Foil","5.11","","5.0600","5.0600","","0","",""
"7419031","Magic","Secret Lair Drop Series","Ajani Goldmane (1453)","","1453","M","Lightly Played Foil","4.01","14.55","16.7900","14.5500","","0","",""
"7419032","Magic","Secret Lair Drop Series","Ajani Goldmane (1453)","","1453","M","Moderately Played Foil","","","19.2200","16.9800","","0","",""
"7419033","Magic","Secret Lair Drop Series","Ajani Goldmane (1453)","","1453","M","Heavily Played Foil","","","19.8200","17.5800","","0","",""
"7419034","Magic","Secret Lair Drop Series","Ajani Goldmane (1453)","","1453","M","Damaged Foil","","","","","","0","",""
"7448838","Magic","Secret Lair Drop Series","Ajani Goldmane (745) (Autographed)","","745","M","Near Mint Foil","122.83","","202.1900","199.9500","","0","",""
"7448839","Magic","Secret Lair Drop Series","Ajani Goldmane (745) (Autographed)","","745","M","Lightly Played Foil","129.10","","","","","0","",""
"7448840","Magic","Secret Lair Drop Series","Ajani Goldmane (745) (Autographed)","","745","M","Moderately Played Foil","","","","","","0","",""
"7448841","Magic","Secret Lair Drop Series","Ajani Goldmane (745) (Autographed)","","745","M","Heavily Played Foil","","","","","","0","",""
"7448842","Magic","Secret Lair Drop Series","Ajani Goldmane (745) (Autographed)","","745","M","Damaged Foil","","","","","","0","",""
"5483406","Magic","Secret Lair Drop Series","Ajani, Mentor of Heroes (Borderless)","","397","M","Near Mint","6.58","6.63","5.7700","3.7700","","0","",""
"5483407","Magic","Secret Lair Drop Series","Ajani, Mentor of Heroes (Borderless)","","397","M","Lightly Played","6.60","7.26","5.8000","4.5200","","0","",""
"5483408","Magic","Secret Lair Drop Series","Ajani, Mentor of Heroes (Borderless)","","397","M","Moderately Played","","","","","","0","",""
"5483409","Magic","Secret Lair Drop Series","Ajani, Mentor of Heroes (Borderless)","","397","M","Heavily Played","","","","","","0","",""
"5483410","Magic","Secret Lair Drop Series","Ajani, Mentor of Heroes (Borderless)","","397","M","Damaged","","","","","","0","",""
"5483411","Magic","Secret Lair Drop Series","Ajani, Mentor of Heroes (Borderless)","","397","M","Near Mint Foil","6.74","7.98","6.2200","4.9500","","0","",""
"5483412","Magic","Secret Lair Drop Series","Ajani, Mentor of Heroes (Borderless)","","397","M","Lightly Played Foil","5.96","","6.3000","6.3000","","0","",""
"5483413","Magic","Secret Lair Drop Series","Ajani, Mentor of Heroes (Borderless)","","397","M","Moderately Played Foil","5.32","","8.9900","8.0000","","0","",""
"5483414","Magic","Secret Lair Drop Series","Ajani, Mentor of Heroes (Borderless)","","397","M","Heavily Played Foil","","","","","","0","",""
"5483415","Magic","Secret Lair Drop Series","Ajani, Mentor of Heroes (Borderless)","","397","M","Damaged Foil","","","","","","0","",""
"4433429","Magic","Secret Lair Drop Series","Ajani Steadfast","","87","P","Near Mint Foil","3.60","5.14","3.7200","2.4500","","0","",""
"4433430","Magic","Secret Lair Drop Series","Ajani Steadfast","","87","P","Lightly Played Foil","4.06","4.95","4.5000","3.0000","","0","",""
"4433431","Magic","Secret Lair Drop Series","Ajani Steadfast","","87","P","Moderately Played Foil","2.53","","5.7000","4.4300","","0","",""
"4433432","Magic","Secret Lair Drop Series","Ajani Steadfast","","87","P","Heavily Played Foil","2.40","","4.6100","2.1200","","0","",""
"4433433","Magic","Secret Lair Drop Series","Ajani Steadfast","","87","P","Damaged Foil","","","105541.9100","105536.9200","","0","",""
"4280457","Magic","Secret Lair Drop Series","Ajani, the Greathearted (Stained Glass)","","520","P","Near Mint Foil","1.27","1.51","2.0000","0.5000","","0","",""
"4280458","Magic","Secret Lair Drop Series","Ajani, the Greathearted (Stained Glass)","","520","P","Lightly Played Foil","1.43","1.12","2.2400","0.9700","","0","",""
"4280459","Magic","Secret Lair Drop Series","Ajani, the Greathearted (Stained Glass)","","520","P","Moderately Played Foil","1.00","","2.2000","0.9300","","0","",""
"4280460","Magic","Secret Lair Drop Series","Ajani, the Greathearted (Stained Glass)","","520","P","Heavily Played Foil","0.50","","6.4100","4.1700","","0","",""
"4280461","Magic","Secret Lair Drop Series","Ajani, the Greathearted (Stained Glass)","","520","P","Damaged Foil","1.00","","2.2000","0.9300","","0","",""
"7127333","Magic","Secret Lair Drop Series","Akroma, Angel of Fury","","1287","M","Near Mint","1.56","1.48","2.0200","0.7500","","0","",""
"7127334","Magic","Secret Lair Drop Series","Akroma, Angel of Fury","","1287","M","Lightly Played","1.75","","2.6700","1.4000","","0","",""
"7127335","Magic","Secret Lair Drop Series","Akroma, Angel of Fury","","1287","M","Moderately Played","","","","","","0","",""
"7127336","Magic","Secret Lair Drop Series","Akroma, Angel of Fury","","1287","M","Heavily Played","","","8.0200","5.7800","","0","",""
"7127337","Magic","Secret Lair Drop Series","Akroma, Angel of Fury","","1287","M","Damaged","","","","","","0","",""
"7127338","Magic","Secret Lair Drop Series","Akroma, Angel of Fury","","1287","M","Near Mint Foil","1.68","1.46","2.8000","1.5300","","0","",""
"7127339","Magic","Secret Lair Drop Series","Akroma, Angel of Fury","","1287","M","Lightly Played Foil","1.69","1.60","2.6800","1.4100","","0","",""
"7127340","Magic","Secret Lair Drop Series","Akroma, Angel of Fury","","1287","M","Moderately Played Foil","1.22","","2.4900","1.2200","","0","",""
"7127341","Magic","Secret Lair Drop Series","Akroma, Angel of Fury","","1287","M","Heavily Played Foil","","","8.0200","5.7800","","0","",""
"7127342","Magic","Secret Lair Drop Series","Akroma, Angel of Fury","","1287","M","Damaged Foil","","","","","","0","",""
"5724718","Magic","Secret Lair Drop Series","Akroma, Angel of Wrath","","489","M","Near Mint","6.89","8.00","6.8900","6.8900","","0","",""
"5724719","Magic","Secret Lair Drop Series","Akroma, Angel of Wrath","","489","M","Lightly Played","7.92","","7.3100","7.3100","","0","",""
"5724720","Magic","Secret Lair Drop Series","Akroma, Angel of Wrath","","489","M","Moderately Played","","","9.6400","8.6500","","0","",""
"5724721","Magic","Secret Lair Drop Series","Akroma, Angel of Wrath","","489","M","Heavily Played","","","","","","0","",""
"5724722","Magic","Secret Lair Drop Series","Akroma, Angel of Wrath","","489","M","Damaged","","","","","","0","",""
"5724723","Magic","Secret Lair Drop Series","Akroma, Angel of Wrath","","489","M","Near Mint Foil","10.95","9.97","8.3700","7.3800","","0","",""
"5724724","Magic","Secret Lair Drop Series","Akroma, Angel of Wrath","","489","M","Lightly Played Foil","10.11","9.52","9.0400","9.0400","","0","",""
"5724725","Magic","Secret Lair Drop Series","Akroma, Angel of Wrath","","489","M","Moderately Played Foil","10.61","","8.1400","8.1400","","0","",""
"5724726","Magic","Secret Lair Drop Series","Akroma, Angel of Wrath","","489","M","Heavily Played Foil","","","","","","0","",""
"5724727","Magic","Secret Lair Drop Series","Akroma, Angel of Wrath","","489","M","Damaged Foil","","","","","","0","",""
"7777516","Magic","Secret Lair Drop Series","Akroma's Memorial (Rainbow Foil)","","1527","M","Near Mint Foil","35.95","34.00","30.9800","30.9800","","0","",""
"7777517","Magic","Secret Lair Drop Series","Akroma's Memorial (Rainbow Foil)","","1527","M","Lightly Played Foil","35.83","42.10","41.9800","40.9900","","0","",""
"7777518","Magic","Secret Lair Drop Series","Akroma's Memorial (Rainbow Foil)","","1527","M","Moderately Played Foil","","","","","","0","",""
"7777519","Magic","Secret Lair Drop Series","Akroma's Memorial (Rainbow Foil)","","1527","M","Heavily Played Foil","","","","","","0","",""
"7777520","Magic","Secret Lair Drop Series","Akroma's Memorial (Rainbow Foil)","","1527","M","Damaged Foil","","","","","","0","",""
"5243684","Magic","Secret Lair Drop Series","Alchemist's Refuge","","358","R","Near Mint","6.86","10.00","7.6300","7.6300","","0","",""
